date,episode_id,item_type,item_id,source_path,provenance_status,notes
2026-06-03,s01e04-bookstore-afternoon-longplay,planning_hook,season_week,channel/roadmap.md,source_internal,Seeded from roadmap concept: Bookstore Afternoon Longplay
2026-06-03,s01e04-bookstore-afternoon-longplay,operating_boundary,local_source_first,docs/operating-boundary.md,source_internal,Only source packet work is allowed by this scaffold
2026-06-03,s01e04-bookstore-afternoon-longplay,source_pack,songs_plan,channel/episodes/s01e04-bookstore-afternoon-longplay/source/songs.md,active,Source-only 13-track song pack including status and lexical budget notes
2026-06-03,s01e04-bookstore-afternoon-longplay,source_pack,suno_track_source_files,channel/episodes/s01e04-bookstore-afternoon-longplay/source/suno-tracks,active,Source-only manual Suno fields and lyric packs for Tracks 1-13
2026-06-03,s01e04-bookstore-afternoon-longplay,source_pack,prompt_pack,channel/episodes/s01e04-bookstore-afternoon-longplay/source/prompt-pack.md,active,Gate 1 prompt sequence synced for source-only shaping
2026-06-03,s01e04-bookstore-afternoon-longplay,source_pack,metadata_pack,channel/episodes/s01e04-bookstore-afternoon-longplay/source/metadata.md,active,Metadata and disclosure source pack finalized for Gate 1 source packet lock
2026-06-03,s01e04-bookstore-afternoon-longplay,media_audio,audio_raw_variants,/Users/xiivth/workspaces/zodiac/leo/candidates/s01e04-bookstore-afternoon-longplay/audio,unknown_user_supplied,13 raw track titles with base and (1) variant files supplied by user
2026-06-03,s01e04-bookstore-afternoon-longplay,media_audio,audio_c01_selected,/Users/xiivth/workspaces/zodiac/leo/candidates/s01e04-bookstore-afternoon-longplay/audio/selected,active,Deterministic Gate-2 selected c01 pack copied for local assembly
2026-06-03,s01e04-bookstore-afternoon-longplay,media_audio,audio_c02_pool,/Users/xiivth/workspaces/zodiac/leo/candidates/s01e04-bookstore-afternoon-longplay/audio/pool,active,Deterministic Gate-2 c02 pool retained
2026-06-03,s01e04-bookstore-afternoon-longplay,media_visual,visual_raw_image,"/Users/xiivth/workspaces/zodiac/leo/candidates/s01e04-bookstore-afternoon-longplay/visual/ChatGPT Image Jun 3, 2026, 01_50_09 PM.png",unknown_user_supplied,User-supplied visual still candidate with bookstore direction
2026-06-03,s01e04-bookstore-afternoon-longplay,media_visual,visual_vis_c01_selected,/Users/xiivth/workspaces/zodiac/leo/candidates/s01e04-bookstore-afternoon-longplay/visual/selected/vis-c01--bookstore-afternoon-playlist-cover.png,active,vis-c01 selected candidate copied into visual/selected
2026-06-05,s01e04-bookstore-afternoon-longplay,reset_source,renamed_tracks,channel/episodes/s01e04-bookstore-afternoon-longplay/source/suno-tracks/,active,Tracks renamed and files updated. All old candidates marked stale.
2026-06-08,s01e04-bookstore-afternoon-longplay,youtube_api,video_visibility_observation,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,active,"YouTube Data API videos.list observed OMjvEEAIFSU as public and processed during release-close workflow."
2026-06-08,s01e04-bookstore-afternoon-longplay,youtube_api,comment_thread_posted,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,active,"youtube.commentThreads.insert succeeded with comment thread ID UgxiFerr9ZjOvuUC7od4AaABAg for video OMjvEEAIFSU."
2026-06-08,s01e04-bookstore-afternoon-longplay,youtube_api,comment_thread_repost,channel/episodes/s01e04-bookstore-afternoon-longplay/reviews/release-decision-plan.md,active,"youtube.commentThreads.insert completed with thread/comment ID UgxE0B311LZs6GvMiEN4AaABAg for OMjvEEAIFSU."
